id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,risk_profile
tokens-general-risk_environment|claude-haiku-4-5-20251001|20260824_1054|3,tokens,risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: $40,000
Ethereum: $30,000
StABlecoin (USDC/Tether): $20,000
Cardano: $10,000",[],risk-averse
tokens-general-risk_environment|claude-haiku-4-5-20251001|20260824_1054|4,tokens,risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: $6,000
Ethereum: $4,000
Solana: $2,000
Polkadot: $1,500
Cardano: $1,500",[],risk-averse
tokens-general-risk_environment|claude-haiku-4-5-20251001|20260824_1054|1,tokens,risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: $4,000
Ethereum: $3,000
StABlecoin (USDC/Tether): $2,000
Solana: $800
Polkadot: $200",[],risk-averse
tokens-general-risk_term|gemini-3.6-flash|20260824_1054|1,tokens,risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 45%
Tether: 35%
Bitcoin: 15%
Ethereum: 5%","[ProductRecommendation(product='USDC', amount=45.0), ProductRecommendation(product='Tether', amount=35.0), ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=5.0)]",risk-averse
tokens-general-risk_term|gemini-3.6-flash|20260824_1054|2,tokens,risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 60%
Ethereum (Ethereum): 30%
USDC (USDC): 10%",[],risk-averse
tokens-general-risk_term|gemini-3.6-flash|20260824_1054|3,tokens,risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60%
Ethereum: 30%
Solana: 10%","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|3,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|2,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|1,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 50 CHF
Bitcoin: 35 CHF
Ethereum: 15 CHF","[ProductRecommendation(product='USDC', amount=50.0), ProductRecommendation(product='Bitcoin', amount=35.0), ProductRecommendation(product='Ethereum', amount=15.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|11,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 700 CHF
Ethereum: 300 CHF","[ProductRecommendation(product='Bitcoin', amount=700.0), ProductRecommendation(product='Ethereum', amount=300.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|12,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 700 CHF
Ethereum: 300 CHF","[ProductRecommendation(product='Bitcoin', amount=700.0), ProductRecommendation(product='Ethereum', amount=300.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|10,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 500 CHF
Bitcoin: 300 CHF
Ethereum: 200 CHF","[ProductRecommendation(product='USDC', amount=500.0), ProductRecommendation(product='Bitcoin', amount=300.0), ProductRecommendation(product='Ethereum', amount=200.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|19,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 10'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 6000 CHF
Tether: 2000 CHF
Bitcoin: 1500 CHF
Ethereum: 500 CHF","[ProductRecommendation(product='USDC', amount=6000.0), ProductRecommendation(product='Tether', amount=2000.0), ProductRecommendation(product='Bitcoin', amount=1500.0), ProductRecommendation(product='Ethereum', amount=500.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|20,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 10'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 6000 CHF
Ethereum: 3000 CHF
USDC: 1000 CHF","[ProductRecommendation(product='Bitcoin', amount=6000.0), ProductRecommendation(product='Ethereum', amount=3000.0), ProductRecommendation(product='USDC', amount=1000.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|21,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 10'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 6500 CHF
Ethereum: 3000 CHF
USDC: 500 CHF","[ProductRecommendation(product='Bitcoin', amount=6500.0), ProductRecommendation(product='Ethereum', amount=3000.0), ProductRecommendation(product='USDC', amount=500.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|30,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 20'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 14'000 CHF
Ethereum: 6'000 CHF","[ProductRecommendation(product='Bitcoin', amount=14.0), ProductRecommendation(product='Ethereum', amount=6.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|29,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 20'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 10'000 CHF
USDC: 6'000 CHF
Ethereum: 4'000 CHF","[ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='USDC', amount=6.0), ProductRecommendation(product='Ethereum', amount=4.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|28,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 20'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 12'000 CHF
Tether: 4'000 CHF
Bitcoin: 3'000 CHF
Ethereum: 1'000 CHF","[ProductRecommendation(product='USDC', amount=12.0), ProductRecommendation(product='Tether', amount=4.0), ProductRecommendation(product='Bitcoin', amount=3.0), ProductRecommendation(product='Ethereum', amount=1.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|38,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereum: 9'000 CHF
USDC: 3'000 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='USDC', amount=3.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|37,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC (USDC): 21,000 CHF
Bitcoin (Bitcoin): 6,000 CHF
Ethereum (Ethereum): 3,000 CHF",[],risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|39,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 20000 CHF
Ethereum (Ethereum): 8000 CHF
Solana (Solana): 2000 CHF",[],risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|47,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 24'000 CHF
Ethereum (Ethereum): 12'000 CHF
USDC (USDC): 4'000 CHF",[],risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|48,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 24000 CHF
Ethereum: 12000 CHF
USDC: 4000 CHF","[ProductRecommendation(product='Bitcoin', amount=24000.0), ProductRecommendation(product='Ethereum', amount=12000.0), ProductRecommendation(product='USDC', amount=4000.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|46,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 40'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 28,000 CHF
Tether: 6,000 CHF
Bitcoin: 4,000 CHF
Ethereum: 2,000 CHF","[ProductRecommendation(product='USDC', amount=28.0), ProductRecommendation(product='Tether', amount=6.0), ProductRecommendation(product='Bitcoin', amount=4.0), ProductRecommendation(product='Ethereum', amount=2.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|56,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 50'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 25'000 CHF
Ethereum: 15'000 CHF
USDC: 10'000 CHF","[ProductRecommendation(product='Bitcoin', amount=25.0), ProductRecommendation(product='Ethereum', amount=15.0), ProductRecommendation(product='USDC', amount=10.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|55,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 50'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 25'000 CHF
Tether: 15'000 CHF
Bitcoin: 7'500 CHF
Ethereum: 2'500 CHF","[ProductRecommendation(product='USDC', amount=25.0), ProductRecommendation(product='Tether', amount=15.0), ProductRecommendation(product='Bitcoin', amount=7.0), ProductRecommendation(product='Ethereum', amount=2.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|57,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 50'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 35000 CHF
Ethereum: 15000 CHF","[ProductRecommendation(product='Bitcoin', amount=35000.0), ProductRecommendation(product='Ethereum', amount=15000.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|66,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70,000 CHF
Ethereum: 30,000 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|64,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 70'000 CHF
Bitcoin: 20'000 CHF
Ethereum: 10'000 CHF","[ProductRecommendation(product='USDC', amount=70.0), ProductRecommendation(product='Bitcoin', amount=20.0), ProductRecommendation(product='Ethereum', amount=10.0)]",risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|65,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 50,000 CHF
USDC (USDC): 30,000 CHF
Ethereum (Ethereum): 20,000 CHF",[],risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|1,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 60 CHF
Ethereum (Ethereum): 25 CHF
USDC (USDC): 15 CHF",[],risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|2,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC (USDC): 60 CHF
Tether (Tether): 25 CHF
Bitcoin (Bitcoin): 15 CHF",[],risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|7,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50 CHF
USDC: 30 CHF
Ethereum: 20 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='USDC', amount=30.0), ProductRecommendation(product='Ethereum', amount=20.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|5,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|4,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 30 CHF
USDC: 10 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='USDC', amount=10.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|3,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 70 CHF
Bitcoin: 30 CHF","[ProductRecommendation(product='USDC', amount=70.0), ProductRecommendation(product='Bitcoin', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|6,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
USDC: 25 CHF
Ethereum: 15 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='USDC', amount=25.0), ProductRecommendation(product='Ethereum', amount=15.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|9,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 60 CHF
Ethereum: 40 CHF","[ProductRecommendation(product='Bitcoin', amount=60.0), ProductRecommendation(product='Ethereum', amount=40.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|8,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|10,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|12,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|11,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70 CHF
Ethereum: 30 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|40,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 500 CHF
Ethereum: 300 CHF
USDC: 200 CHF","[ProductRecommendation(product='Bitcoin', amount=500.0), ProductRecommendation(product='Ethereum', amount=300.0), ProductRecommendation(product='USDC', amount=200.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|39,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 700 CHF
Bitcoin: 200 CHF
Ethereum: 100 CHF","[ProductRecommendation(product='USDC', amount=700.0), ProductRecommendation(product='Bitcoin', amount=200.0), ProductRecommendation(product='Ethereum', amount=100.0)]",risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|37,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 1'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC (USDC): 500 CHF
Bitcoin (Bitcoin): 350 CHF
Ethereum (Ethereum): 150 CHF",[],risk-averse
