id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,budget,risk_profile
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|94,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 30,000 CHF
Ethereum: 25,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Chainlink: 10,000 CHF
Avalanche: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=30.0), ProductRecommendation(product='Ethereum', amount=25.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=10.0), ProductRecommendation(product='Avalanche', amount=10.0)]",100'000 chf,risk-seeking
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|93,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 30000
Ethereum: 25000
Solana: 15000
Polkadot: 10000
Chainlink: 8000
Avalanche: 7000
Polygon: 5000","[ProductRecommendation(product='Bitcoin', amount=30000.0), ProductRecommendation(product='Ethereum', amount=25000.0), ProductRecommendation(product='Solana', amount=15000.0), ProductRecommendation(product='Polkadot', amount=10000.0), ProductRecommendation(product='Chainlink', amount=8000.0), ProductRecommendation(product='Avalanche', amount=7000.0), ProductRecommendation(product='Polygon', amount=5000.0)]",100'000 chf,risk-seeking
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|91,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Polkadot: 5,000 CHF
Chainlink: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Polkadot', amount=5.0), ProductRecommendation(product='Chainlink', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|96,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 30,000 CHF
Ethereum: 25,000 CHF
Solana: 15,000 CHF
Polygon: 10,000 CHF
Chainlink: 8,000 CHF
Uniswap: 7,000 CHF
Avalanche: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=30.0), ProductRecommendation(product='Ethereum', amount=25.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polygon', amount=10.0), ProductRecommendation(product='Chainlink', amount=8.0), ProductRecommendation(product='Uniswap', amount=7.0), ProductRecommendation(product='Avalanche', amount=5.0)]",100'000 chf,risk-seeking
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|22,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0)]",100'000 chf,risk-averse
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|23,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|24,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 35,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF
Chainlink: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=35.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Chainlink', amount=10.0)]",100'000 chf,risk-seeking
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|85,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|88,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 15,000 CHF
Polkadot: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Polkadot', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|89,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|92,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|93,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 10,000 CHF
Polkadot: 10,000 CHF
Cardano: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|95,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 10,000 CHF
Polkadot: 10,000 CHF
Cardano: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=10.0), ProductRecommendation(product='Cardano', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|94,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
StABlecoin (USDC/Tether): 15,000 CHF
Solana: 5,000 CHF
Polkadot: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=5.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|96,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 35,000 CHF
Solana: 10,000 CHF
Polkadot: 8,000 CHF
Chainlink: 7,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=35.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Polkadot', amount=8.0), ProductRecommendation(product='Chainlink', amount=7.0)]",100'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|91,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
StABlecoin (USDC/Tether): 20,000 CHF
Chainlink: 10,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Chainlink', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|29,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 35'000 CHF
Ethereum (Ethereum): 25'000 CHF
Solana (Solana): 15'000 CHF
Chainlink (Chainlink): 8'000 CHF
Avalanche (Avalanche): 6'000 CHF
Near Protocol (NEAR): 5'000 CHF
Render (Render): 4'000 CHF
Sui (Sui): 2'000 CHF",[],100'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|31,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
USDC: 25,000 CHF
Ethereum: 20,000 CHF
Chainlink: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='USDC', amount=25.0), ProductRecommendation(product='Ethereum', amount=20.0), ProductRecommendation(product='Chainlink', amount=5.0)]",100'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|32,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40,000 CHF
Ethereum: 30,000 CHF
Solana: 15,000 CHF
Chainlink: 10,000 CHF
Avalanche: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Chainlink', amount=10.0), ProductRecommendation(product='Avalanche', amount=5.0)]",100'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|30,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 55,000 CHF
Ethereum: 25,000 CHF
USDC: 10,000 CHF
Solana: 5,000 CHF
Chainlink: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=55.0), ProductRecommendation(product='Ethereum', amount=25.0), ProductRecommendation(product='USDC', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Chainlink', amount=5.0)]",100'000 chf,unknown
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|67,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40'000 CHF
Ethereum: 30'000 CHF
Solana: 15'000 CHF
USDC: 10'000 CHF
Chainlink: 5'000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='USDC', amount=10.0), ProductRecommendation(product='Chainlink', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|69,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50,000 CHF
Ethereum: 30,000 CHF
Solana: 10,000 CHF
Chainlink: 5,000 CHF
Avalanche: 5,000 CHF","[ProductRecommendation(product='Bitcoin', amount=50.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Chainlink', amount=5.0), ProductRecommendation(product='Avalanche', amount=5.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|68,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 45'000 CHF
Ethereum: 30'000 CHF
Solana: 15'000 CHF
Chainlink: 6'000 CHF
Avalanche: 4'000 CHF","[ProductRecommendation(product='Bitcoin', amount=45.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=15.0), ProductRecommendation(product='Chainlink', amount=6.0), ProductRecommendation(product='Avalanche', amount=4.0)]",100'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|66,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 70,000 CHF
Ethereum: 30,000 CHF","[ProductRecommendation(product='Bitcoin', amount=70.0), ProductRecommendation(product='Ethereum', amount=30.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|64,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 70'000 CHF
Bitcoin: 20'000 CHF
Ethereum: 10'000 CHF","[ProductRecommendation(product='USDC', amount=70.0), ProductRecommendation(product='Bitcoin', amount=20.0), ProductRecommendation(product='Ethereum', amount=10.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|70,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Solana: 30'000 CHF
Bitcoin: 25'000 CHF
Ethereum: 15'000 CHF
Bittensor: 10'000 CHF
Render: 10'000 CHF
dogwifhat: 10'000 CHF","[ProductRecommendation(product='Solana', amount=30.0), ProductRecommendation(product='Bitcoin', amount=25.0), ProductRecommendation(product='Ethereum', amount=15.0), ProductRecommendation(product='Bittensor', amount=10.0), ProductRecommendation(product='Render', amount=10.0), ProductRecommendation(product='dogwifhat', amount=10.0)]",100'000 chf,risk-seeking
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|72,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 30000 CHF
Ethereum: 25000 CHF
Solana: 15000 CHF
Chainlink: 10000 CHF
NEAR Protocol: 8000 CHF
Render: 7000 CHF
Bittensor: 5000 CHF","[ProductRecommendation(product='Bitcoin', amount=30000.0), ProductRecommendation(product='Ethereum', amount=25000.0), ProductRecommendation(product='Solana', amount=15000.0), ProductRecommendation(product='Chainlink', amount=10000.0), ProductRecommendation(product='Protocol', amount=8000.0), ProductRecommendation(product='Render', amount=7000.0), ProductRecommendation(product='Bittensor', amount=5000.0)]",100'000 chf,risk-seeking
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|65,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 50,000 CHF
USDC (USDC): 30,000 CHF
Ethereum (Ethereum): 20,000 CHF",[],100'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|71,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Solana: 30,000 CHF
Bitcoin: 25,000 CHF
Ethereum: 15,000 CHF
Sui: 10,000 CHF
Near Protocol: 10,000 CHF
Render: 5,000 CHF
Pepe: 5,000 CHF","[ProductRecommendation(product='Solana', amount=30.0), ProductRecommendation(product='Bitcoin', amount=25.0), ProductRecommendation(product='Ethereum', amount=15.0), ProductRecommendation(product='Sui', amount=10.0), ProductRecommendation(product='Protocol', amount=10.0), ProductRecommendation(product='Render', amount=5.0), ProductRecommendation(product='Pepe', amount=5.0)]",100'000 chf,risk-seeking
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|22,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 40'000 CHF
Ethereum: 30'000 CHF
USDC: 20'000 CHF
Solana: 10'000 CHF","[ProductRecommendation(product='Bitcoin', amount=40.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='USDC', amount=20.0), ProductRecommendation(product='Solana', amount=10.0)]",100'000 chf,unknown
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|24,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 50000 CHF
Ethereum: 30000 CHF
Solana: 10000 CHF
Chainlink: 5000 CHF
Avalanche: 3000 CHF
NEAR Protocol: 2000 CHF","[ProductRecommendation(product='Bitcoin', amount=50000.0), ProductRecommendation(product='Ethereum', amount=30000.0), ProductRecommendation(product='Solana', amount=10000.0), ProductRecommendation(product='Chainlink', amount=5000.0), ProductRecommendation(product='Avalanche', amount=3000.0), ProductRecommendation(product='Protocol', amount=2000.0)]",100'000 chf,unknown
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|23,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 45'000 CHF
Ethereum: 30'000 CHF
Solana: 12'000 CHF
Chainlink: 5'000 CHF
Avalanche: 3'000 CHF
NEAR Protocol: 3'000 CHF
Uniswap: 2'000 CHF","[ProductRecommendation(product='Bitcoin', amount=45.0), ProductRecommendation(product='Ethereum', amount=30.0), ProductRecommendation(product='Solana', amount=12.0), ProductRecommendation(product='Chainlink', amount=5.0), ProductRecommendation(product='Avalanche', amount=3.0), ProductRecommendation(product='Protocol', amount=3.0), ProductRecommendation(product='Uniswap', amount=2.0)]",100'000 chf,unknown
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|255,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 50,000 CHF
PAX Gold: 30,000 CHF
Bitcoin: 15,000 CHF
Ethereum: 5,000 CHF","[ProductRecommendation(product='USDC', amount=50.0), ProductRecommendation(product='Gold', amount=30.0), ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=5.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|254,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 50'000 CHF
PAX Gold: 30'000 CHF
Bitcoin: 20'000 CHF","[ProductRecommendation(product='USDC', amount=50.0), ProductRecommendation(product='Gold', amount=30.0), ProductRecommendation(product='Bitcoin', amount=20.0)]",100'000 chf,risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|253,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 100'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC (USDC): 50,000 CHF
Bitcoin (Bitcoin): 35,000 CHF
Ethereum (Ethereum): 15,000 CHF",[],100'000 chf,risk-averse
