id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,budget,risk_profile
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|57,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 9000 CHF
Ethereum: 7500 CHF
Solana: 5000 CHF
Polygon: 3000 CHF
Arbitrum: 2500 CHF
Optimism: 2000 CHF
Chainlink: 1000 CHF","[ProductRecommendation(product='Bitcoin', amount=9000.0), ProductRecommendation(product='Ethereum', amount=7500.0), ProductRecommendation(product='Solana', amount=5000.0), ProductRecommendation(product='Polygon', amount=3000.0), ProductRecommendation(product='Arbitrum', amount=2500.0), ProductRecommendation(product='Optimism', amount=2000.0), ProductRecommendation(product='Chainlink', amount=1000.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|58,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polkadot: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=3.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|59,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12000 CHF
Ethereum: 10000 CHF
Monero: 5000 CHF
Cardano: 3000 CHF","[ProductRecommendation(product='Bitcoin', amount=12000.0), ProductRecommendation(product='Ethereum', amount=10000.0), ProductRecommendation(product='Monero', amount=5000.0), ProductRecommendation(product='Cardano', amount=3000.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|53,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12000
Ethereum: 10000
Solana: 5000
Polkadot: 3000","[ProductRecommendation(product='Bitcoin', amount=12000.0), ProductRecommendation(product='Ethereum', amount=10000.0), ProductRecommendation(product='Solana', amount=5000.0), ProductRecommendation(product='Polkadot', amount=3000.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|60,tokens,budget_risk_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 9000
Ethereum: 6000
Solana: 4500
Polkadot: 3000
Chainlink: 2500
Avalanche: 2000
Polygon: 1500
Uniswap: 1000
Arbitrum: 500","[ProductRecommendation(product='Bitcoin', amount=9000.0), ProductRecommendation(product='Ethereum', amount=6000.0), ProductRecommendation(product='Solana', amount=4500.0), ProductRecommendation(product='Polkadot', amount=3000.0), ProductRecommendation(product='Chainlink', amount=2500.0), ProductRecommendation(product='Avalanche', amount=2000.0), ProductRecommendation(product='Polygon', amount=1500.0), ProductRecommendation(product='Uniswap', amount=1000.0), ProductRecommendation(product='Arbitrum', amount=500.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|15,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 9,000 CHF
Ethereum: 9,000 CHF
Solana: 5,000 CHF
Polkadot: 3,000 CHF
Arbitrum: 2,000 CHF
Optimism: 2,000 CHF","[ProductRecommendation(product='Bitcoin', amount=9.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=3.0), ProductRecommendation(product='Arbitrum', amount=2.0), ProductRecommendation(product='Optimism', amount=2.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|14,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 4,000 CHF
Polkadot: 2,500 CHF
Cardano: 1,500 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Polkadot', amount=2.0), ProductRecommendation(product='Cardano', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk|claude-haiku-4-5-20251001|20260824_1054|13,tokens,budget_risk,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
StABlecoin (USDC/Tether): 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0)]",30'000 chf,risk-averse
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|53,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polkadot: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=3.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|54,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12000
Ethereum: 10000
StABlecoin (USDC/Tether): 8000","[ProductRecommendation(product='Bitcoin', amount=12000.0), ProductRecommendation(product='Ethereum', amount=10000.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|49,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polygon: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polygon', amount=3.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|55,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
StABlecoin (USDC/Tether): 8,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|56,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 4,000 CHF
Polkadot: 2,000 CHF
Chainlink: 2,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Polkadot', amount=2.0), ProductRecommendation(product='Chainlink', amount=2.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|57,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polkadot: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polkadot', amount=3.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|58,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Polkadot: 5,000 CHF
Solana: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Polkadot', amount=5.0), ProductRecommendation(product='Solana', amount=3.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|59,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
StABlecoin (USDC/Tether): 5,000 CHF
Solana: 2,000 CHF
Polkadot: 1,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=2.0), ProductRecommendation(product='Polkadot', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|60,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000
Ethereum: 10,000
Solana: 4,000
Polkadot: 2,000
Chainlink: 2,000","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Polkadot', amount=2.0), ProductRecommendation(product='Chainlink', amount=2.0)]",30'000 chf,unknown
tokens-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|52,tokens,budget_term_environment,claude,claude-haiku-4-5-20251001,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12,000 CHF
Ethereum: 10,000 CHF
Solana: 5,000 CHF
Polygon: 3,000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=5.0), ProductRecommendation(product='Polygon', amount=3.0)]",30'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|20,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 13,500 CHF
Ethereum: 9,000 CHF
Solana: 4,500 CHF
Chainlink: 1,500 CHF
Avalanche: 1,500 CHF","[ProductRecommendation(product='Bitcoin', amount=13.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|19,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 16500 CHF
Ethereum: 10500 CHF
USDC: 3000 CHF","[ProductRecommendation(product='Bitcoin', amount=16500.0), ProductRecommendation(product='Ethereum', amount=10500.0), ProductRecommendation(product='USDC', amount=3000.0)]",30'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|17,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 9'000 CHF
Solana: 4'500 CHF
Chainlink: 3'000 CHF
Render: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=3.0), ProductRecommendation(product='Render', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_environment|gemini-3.6-flash|20260824_1054|18,tokens,budget_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 16000 CHF
Ethereum: 9000 CHF
USDC: 3000 CHF
Solana: 2000 CHF","[ProductRecommendation(product='Bitcoin', amount=16000.0), ProductRecommendation(product='Ethereum', amount=9000.0), ProductRecommendation(product='USDC', amount=3000.0), ProductRecommendation(product='Solana', amount=2000.0)]",30'000 chf,unknown
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|38,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereum: 9'000 CHF
USDC: 3'000 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='USDC', amount=3.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|37,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC (USDC): 21,000 CHF
Bitcoin (Bitcoin): 6,000 CHF
Ethereum (Ethereum): 3,000 CHF",[],30'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|41,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 13500 CHF
Ethereum: 10500 CHF
Solana: 3600 CHF
Chainlink: 2400 CHF","[ProductRecommendation(product='Bitcoin', amount=13500.0), ProductRecommendation(product='Ethereum', amount=10500.0), ProductRecommendation(product='Solana', amount=3600.0), ProductRecommendation(product='Chainlink', amount=2400.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|42,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 13,500 CHF
Ethereum: 10,500 CHF
Solana: 3,000 CHF
Chainlink: 1,500 CHF
Avalanche: 1,500 CHF","[ProductRecommendation(product='Bitcoin', amount=13.0), ProductRecommendation(product='Ethereum', amount=10.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|40,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12000 CHF
Ethereum: 9000 CHF
USDC: 4500 CHF
Solana: 4500 CHF","[ProductRecommendation(product='Bitcoin', amount=12000.0), ProductRecommendation(product='Ethereum', amount=9000.0), ProductRecommendation(product='USDC', amount=4500.0), ProductRecommendation(product='Solana', amount=4500.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|39,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin (Bitcoin): 20000 CHF
Ethereum (Ethereum): 8000 CHF
Solana (Solana): 2000 CHF",[],30'000 chf,risk-averse
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|44,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Solana: 9'000 CHF
Ethereum: 6'000 CHF
Bitcoin: 4'500 CHF
Sui: 3'500 CHF
NEAR Protocol: 3'000 CHF
Render: 2'500 CHF
Chainlink: 1'500 CHF","[ProductRecommendation(product='Solana', amount=9.0), ProductRecommendation(product='Ethereum', amount=6.0), ProductRecommendation(product='Bitcoin', amount=4.0), ProductRecommendation(product='Sui', amount=3.0), ProductRecommendation(product='Protocol', amount=3.0), ProductRecommendation(product='Render', amount=2.0), ProductRecommendation(product='Chainlink', amount=1.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|43,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Solana: 10'000 CHF
Bitcoin: 8'000 CHF
Ethereum: 5'000 CHF
Sui: 4'000 CHF
Render: 3'000 CHF","[ProductRecommendation(product='Solana', amount=10.0), ProductRecommendation(product='Bitcoin', amount=8.0), ProductRecommendation(product='Ethereum', amount=5.0), ProductRecommendation(product='Sui', amount=4.0), ProductRecommendation(product='Render', amount=3.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_term|gemini-3.6-flash|20260824_1054|45,tokens,budget_risk_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Solana: 8,000 CHF
Bitcoin: 7,000 CHF
Ethereum: 5,000 CHF
Chainlink: 3,000 CHF
Render: 2,500 CHF
Sui: 2,500 CHF
Uniswap: 2,000 CHF","[ProductRecommendation(product='Solana', amount=8.0), ProductRecommendation(product='Bitcoin', amount=7.0), ProductRecommendation(product='Ethereum', amount=5.0), ProductRecommendation(product='Chainlink', amount=3.0), ProductRecommendation(product='Render', amount=2.0), ProductRecommendation(product='Sui', amount=2.0), ProductRecommendation(product='Uniswap', amount=2.0)]",30'000 chf,risk-seeking
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|13,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15,000 CHF
Ethereum: 9,000 CHF
Solana: 3,600 CHF
USDC: 2,400 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='USDC', amount=2.0)]",30'000 chf,unknown
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|14,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 13'500 CHF
Ethereum: 9'000 CHF
Solana: 4'500 CHF
Chainlink: 1'500 CHF
Avalanche: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=13.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_term|gemini-3.6-flash|20260824_1054|15,tokens,budget_term,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 14000 CHF
Ethereum: 10000 CHF
Solana: 3500 CHF
Chainlink: 1500 CHF
Avalanche: 1000 CHF","[ProductRecommendation(product='Bitcoin', amount=14000.0), ProductRecommendation(product='Ethereum', amount=10000.0), ProductRecommendation(product='Solana', amount=3500.0), ProductRecommendation(product='Chainlink', amount=1500.0), ProductRecommendation(product='Avalanche', amount=1000.0)]",30'000 chf,unknown
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|148,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 15000 CHF
Bitcoin: 10000 CHF
Ethereum: 5000 CHF","[ProductRecommendation(product='USDC', amount=15000.0), ProductRecommendation(product='Bitcoin', amount=10000.0), ProductRecommendation(product='Ethereum', amount=5000.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|gemini-3.6-flash|20260824_1054|145,tokens,budget_risk_term_environment,gemini,gemini-3.6-flash,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF
USDC: 10'000 CHF
Ethereum: 5'000 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='USDC', amount=10.0), ProductRecommendation(product='Ethereum', amount=5.0)]",30'000 chf,risk-averse
